IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP10;IP_PROP11;IP_PROP14;IC_GROUP0;IC_GROUP1;IC_GROUP2
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://developer.mozilla.org/ru/docs/Learn/Getting_started_with_the_web/JavaScript_basics;"Книга ""Eloquent JavaScript""";;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://developer.mozilla.org/ru/docs/Learn/Getting_started_with_the_web/JavaScript_basics;JAVASCRIPTING;;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://learn.javascript.ru/;Документация от MDN;;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://learn.javascript.ru/;"Учебник Ильи Кантора ""learn.javascript.ru""";;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://learn.javascript.ru/;"Книга ""Eloquent JavaScript""";;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://learn.javascript.ru/;JAVASCRIPTING;;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;http://eloquentjavascript.net/;Документация от MDN;;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;http://eloquentjavascript.net/;"Учебник Ильи Кантора ""learn.javascript.ru""";;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;http://eloquentjavascript.net/;"Книга ""Eloquent JavaScript""";;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;http://eloquentjavascript.net/;JAVASCRIPTING;;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://github.com/workshopper/javascripting;Документация от MDN;;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://github.com/workshopper/javascripting;"Учебник Ильи Кантора ""learn.javascript.ru""";;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://github.com/workshopper/javascripting;"Книга ""Eloquent JavaScript""";;;
96;Javascript (basic);96;Y;;;;"JavaScript — язык программирования, который изначально создавался для того, чтобы сделать web-странички «живыми». Однако к 2019 году он серьезно ""вырос"" и сейчас представляет собой язык номер 1 для создания веб-приложений как на стороне клиента, так и на стороне сервера. Под ""базовым"" JS подразумеваются понимание таких вещей, как знание основ, понимание замыканий и областей видимости, умение реализовать и пользоваться встроенными в язык базовыми структурами данных, понимание контекста вызова и умение работать со встроенными объектами. Также нужно уметь работать с DOM и событиями браузера.";text;;;text;;500;;Junior;https://github.com/workshopper/javascripting;JAVASCRIPTING;;;
97;SVG (basic);97;Y;;;;;text;;;text;;500;;Junior;;;;;
98;Git (начальный уровень);98;Y;;;;Распределённая система управления версиями. Проект был создан Линусом Торвальдсом для управления разработкой ядра Linux.;text;;;text;;500;;Junior;;;;;
99;CSS animation (начальный уровень);99;Y;;;;;text;;;text;;500;;Junior;;;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://habr.com/ru/company/vertdider/blog/403823/;Легендарный гарвардский курс CS50;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://habr.com/ru/company/vertdider/blog/403823/;Codewars;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://habr.com/ru/company/vertdider/blog/403823/;"Роберт Лафоре. ""Структуры данных и алгоритмы в Java""";;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://habr.com/ru/company/vertdider/blog/403823/;Реализация структур данных на языке JavaScript;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://www.codewars.com/dashboard;Легендарный гарвардский курс CS50;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://www.codewars.com/dashboard;Codewars;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://www.codewars.com/dashboard;"Роберт Лафоре. ""Структуры данных и алгоритмы в Java""";;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://www.codewars.com/dashboard;Реализация структур данных на языке JavaScript;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://vk.com/wall-54530371_11457;Легендарный гарвардский курс CS50;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://vk.com/wall-54530371_11457;Codewars;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://vk.com/wall-54530371_11457;"Роберт Лафоре. ""Структуры данных и алгоритмы в Java""";;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://vk.com/wall-54530371_11457;Реализация структур данных на языке JavaScript;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://code.tutsplus.com/series/data-structures-in-javascript--cms-772;Легендарный гарвардский курс CS50;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://code.tutsplus.com/series/data-structures-in-javascript--cms-772;Codewars;;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://code.tutsplus.com/series/data-structures-in-javascript--cms-772;"Роберт Лафоре. ""Структуры данных и алгоритмы в Java""";;;
100;Computer science (basics);100;Y;;;;Основы программирования и Computer Science - это те самые фундаментальные знания, которые необходимы каждому, кто хочет стать настоящим инженером, ведь нужно не просто знать, как писать код, но и понимать, как этот код работает сейчас и будет работать при других условиях.;text;;;text;;500;;Junior;https://code.tutsplus.com/series/data-structures-in-javascript--cms-772;Реализация структур данных на языке JavaScript;;;
101;Markdown;101;Y;;;;Markdown — облегчённый язык разметки, созданный с целью написания наиболее читаемого и удобного для правки текста, но пригодного для преобразования в языки для продвинутых публикаций.;text;;;text;;500;;Junior;https://www.markdowntutorial.com/;Туториал по Markdown;;;
101;Markdown;101;Y;;;;Markdown — облегчённый язык разметки, созданный с целью написания наиболее читаемого и удобного для правки текста, но пригодного для преобразования в языки для продвинутых публикаций.;text;;;text;;500;;Junior;https://www.markdowntutorial.com/;How-to-markdown;;;
101;Markdown;101;Y;;;;Markdown — облегчённый язык разметки, созданный с целью написания наиболее читаемого и удобного для правки текста, но пригодного для преобразования в языки для продвинутых публикаций.;text;;;text;;500;;Junior;https://github.com/workshopper/how-to-markdown;Туториал по Markdown;;;
101;Markdown;101;Y;;;;Markdown — облегчённый язык разметки, созданный с целью написания наиболее читаемого и удобного для правки текста, но пригодного для преобразования в языки для продвинутых публикаций.;text;;;text;;500;;Junior;https://github.com/workshopper/how-to-markdown;How-to-markdown;;;
102;NPM;102;Y;;;;NPM — менеджер пакетов, входящий в состав Node.js.;text;;;text;;500;;Junior;https://docs.npmjs.com/;Официальная документация;;;
103;Bootstrap (другой фреймворк);103;Y;;;;Bootstrap - это инструментарий с открытым исходным кодом для разработки с помощью HTML, CSS и JS. Наверное самый популярный фреймворк для создания UI.;text;;;text;;500;;Junior;https://bootstrap-4.ru/docs/4.3.1/getting-started/introduction/;Официальная документация;;;
103;Bootstrap (другой фреймворк);103;Y;;;;Bootstrap - это инструментарий с открытым исходным кодом для разработки с помощью HTML, CSS и JS. Наверное самый популярный фреймворк для создания UI.;text;;;text;;500;;Junior;https://bootstrap-4.ru/docs/4.3.1/getting-started/introduction/;"Academind - ""Bootstrap 4 Concepts & Setup | BOOTSTRAP 4 TUTORIAL""";;;
103;Bootstrap (другой фреймворк);103;Y;;;;Bootstrap - это инструментарий с открытым исходным кодом для разработки с помощью HTML, CSS и JS. Наверное самый популярный фреймворк для создания UI.;text;;;text;;500;;Junior;https://www.youtube.com/watch?v=7g8Gg2QVdeU&list=PL55RiY5tL51rLqH4-8LBVlUTIFF70dxhb&ab_channel=Academind;Официальная документация;;;
103;Bootstrap (другой фреймворк);103;Y;;;;Bootstrap - это инструментарий с открытым исходным кодом для разработки с помощью HTML, CSS и JS. Наверное самый популярный фреймворк для создания UI.;text;;;text;;500;;Junior;https://www.youtube.com/watch?v=7g8Gg2QVdeU&list=PL55RiY5tL51rLqH4-8LBVlUTIFF70dxhb&ab_channel=Academind;"Academind - ""Bootstrap 4 Concepts & Setup | BOOTSTRAP 4 TUTORIAL""";;;
104;Gulp (basic);104;Y;;;;Gulp — это таск-менеджер для автоматического выполнения часто используемых задач (например, минификации, тестирования, объединения файлов), написанный на языке программирования JavaScript.;text;;;text;;500;;Junior;;;;;
105;Jquery;105;Y;;;;"Старый добрый JQuery - фреймворк, ""который мы заслужили"". Основная задача - взаимодействие JavaScript и HTML. Помогает легко получать доступ к любому элементу DOM, обращаться к атрибутам и содержимому элементов DOM, манипулировать ими и так далее.";text;;;text;;500;;Junior;https://api.jquery.com/;Официальная документация;;;
106;Debugging;106;Y;;;;Не важно какой именно дебаггер Вы используете - Google Chrome, standalone решение или встренный в вашу IDE или текстовый редактор. Важно, что Вы умеете это делать и понимаете зачем Вы это делаете.;text;;;text;;500;;Junior;;;;;
107;Semantic HTML;107;Y;;;;Семантическая верстка - это подход, который путём правильной вложенности HTML-тегов говорит браузеру не только как показывать контент на странице, но и даёт ему чёткое пояснение роли того или иного контента.;text;;;text;;500;;Junior;https://medium.com/@stasonmars/%D1%81%D0%B5%D0%BA%D1%80%D0%B5%D1%82%D1%8B-%D0%B8%D1%81%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D1%81%D0%B5%D0%BC%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B8%CC%86-%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%BA%D0%B8-%D0%B2-html5-c7cd5e6f1ebb;Отличная статья на Medium;;;
108;SEO (метатеги, микрокразметка);108;Y;;;;SEO (Search Engine Optimization, поисковая оптимизация) – это всестороннее развитие и продвижение сайта для его выхода на первые позиции в результатах выдачи поисковых систем (SERPs) по выбранным запросам с целью увеличения посещаемости и дальнейшего получения дохода.;text;;;text;;500;;Junior;https://seo.ru/chto-takoe-seo/#;Статья на сайте SEO.ru;;;
109;JSON;109;Y;;;;JSON (JavaScript Object Notation) - простой формат обмена данными, удобный для чтения и написания как человеком, так и компьютером. Он основан на подмножестве языка программирования JavaScript, определенного в стандарте ECMA-262 3rd Edition - December 1999. JSON - текстовый формат, полностью независимый от языка реализации, но он использует соглашения, знакомые программистам C-подобных языков, таких как C, C++, C#, Java, JavaScript, Perl, Python и многих других. Эти свойства делают JSON идеальным языком обмена данными.;text;;;text;;500;;Junior+;https://www.json.org/json-ru.html;Официальная документация;;;
109;JSON;109;Y;;;;JSON (JavaScript Object Notation) - простой формат обмена данными, удобный для чтения и написания как человеком, так и компьютером. Он основан на подмножестве языка программирования JavaScript, определенного в стандарте ECMA-262 3rd Edition - December 1999. JSON - текстовый формат, полностью независимый от языка реализации, но он использует соглашения, знакомые программистам C-подобных языков, таких как C, C++, C#, Java, JavaScript, Perl, Python и многих других. Эти свойства делают JSON идеальным языком обмена данными.;text;;;text;;500;;Junior+;https://www.json.org/json-ru.html;"Sorax - ""JSON""";;;
109;JSON;109;Y;;;;JSON (JavaScript Object Notation) - простой формат обмена данными, удобный для чтения и написания как человеком, так и компьютером. Он основан на подмножестве языка программирования JavaScript, определенного в стандарте ECMA-262 3rd Edition - December 1999. JSON - текстовый формат, полностью независимый от языка реализации, но он использует соглашения, знакомые программистам C-подобных языков, таких как C, C++, C#, Java, JavaScript, Perl, Python и многих других. Эти свойства делают JSON идеальным языком обмена данными.;text;;;text;;500;;Junior+;https://www.youtube.com/watch?v=bw10M9RuR30;Официальная документация;;;
109;JSON;109;Y;;;;JSON (JavaScript Object Notation) - простой формат обмена данными, удобный для чтения и написания как человеком, так и компьютером. Он основан на подмножестве языка программирования JavaScript, определенного в стандарте ECMA-262 3rd Edition - December 1999. JSON - текстовый формат, полностью независимый от языка реализации, но он использует соглашения, знакомые программистам C-подобных языков, таких как C, C++, C#, Java, JavaScript, Perl, Python и многих других. Эти свойства делают JSON идеальным языком обмена данными.;text;;;text;;500;;Junior+;https://www.youtube.com/watch?v=bw10M9RuR30;"Sorax - ""JSON""";;;
110;REST Api;110;Y;;;;;text;;;text;;500;;Junior+;;;;;
111;Ajax;111;Y;;;;AJAX - (ˈeɪdʒæks, от англ. Asynchronous JavaScript and XML — «асинхронный JavaScript и XML») — подход к построению интерактивных пользовательских интерфейсов веб-приложений, заключающийся в «фоновом» обмене данными браузера с веб-сервером. В результате, при обновлении данных, веб-страница не перезагружается полностью, и веб-приложения становятся быстрее и удобнее. По-русски иногда произносится транслитом как «аякс». У аббревиатуры AJAX нет устоявшегося аналога на кириллице.;text;;;text;;500;;Junior+;https://developer.mozilla.org/ru/docs/Web/Guide/AJAX;Документация MDN;;;
111;Ajax;111;Y;;;;AJAX - (ˈeɪdʒæks, от англ. Asynchronous JavaScript and XML — «асинхронный JavaScript и XML») — подход к построению интерактивных пользовательских интерфейсов веб-приложений, заключающийся в «фоновом» обмене данными браузера с веб-сервером. В результате, при обновлении данных, веб-страница не перезагружается полностью, и веб-приложения становятся быстрее и удобнее. По-русски иногда произносится транслитом как «аякс». У аббревиатуры AJAX нет устоявшегося аналога на кириллице.;text;;;text;;500;;Junior+;https://developer.mozilla.org/ru/docs/Web/Guide/AJAX;"Loftblog - ""AJAX. Настройка и отправка AJAX запросов""";;;
111;Ajax;111;Y;;;;AJAX - (ˈeɪdʒæks, от англ. Asynchronous JavaScript and XML — «асинхронный JavaScript и XML») — подход к построению интерактивных пользовательских интерфейсов веб-приложений, заключающийся в «фоновом» обмене данными браузера с веб-сервером. В результате, при обновлении данных, веб-страница не перезагружается полностью, и веб-приложения становятся быстрее и удобнее. По-русски иногда произносится транслитом как «аякс». У аббревиатуры AJAX нет устоявшегося аналога на кириллице.;text;;;text;;500;;Junior+;https://developer.mozilla.org/ru/docs/Web/Guide/AJAX;"Тимур Шемсединов - ""HTTP запросы в браузере и Node.js: XMLHttpRequest, fetch""";;;
111;Ajax;111;Y;;;;AJAX - (ˈeɪdʒæks, от англ. Asynchronous JavaScript and XML — «асинхронный JavaScript и XML») — подход к построению интерактивных пользовательских интерфейсов веб-приложений, заключающийся в «фоновом» обмене данными браузера с веб-сервером. В результате, при обновлении данных, веб-страница не перезагружается полностью, и веб-приложения становятся быстрее и удобнее. По-русски иногда произносится транслитом как «аякс». У аббревиатуры AJAX нет устоявшегося аналога на кириллице.;text;;;text;;500;;Junior+;https://www.youtube.com/watch?v=lEfp6_ByY-Q;Документация MDN;;;
111;Ajax;111;Y;;;;AJAX - (ˈeɪdʒæks, от англ. Asynchronous JavaScript and XML — «асинхронный JavaScript и XML») — подход к построению интерактивных пользовательских интерфейсов веб-приложений, заключающийся в «фоновом» обмене данными браузера с веб-сервером. В результате, при обновлении данных, веб-страница не перезагружается полностью, и веб-приложения становятся быстрее и удобнее. По-русски иногда произносится транслитом как «аякс». У аббревиатуры AJAX нет устоявшегося аналога на кириллице.;text;;;text;;500;;Junior+;https://www.youtube.com/watch?v=lEfp6_ByY-Q;"Loftblog - ""AJAX. Настройка и отправка AJAX запросов""";;;
111;Ajax;111;Y;;;;AJAX - (ˈeɪdʒæks, от англ. Asynchronous JavaScript and XML — «асинхронный JavaScript и XML») — подход к построению интерактивных пользовательских интерфейсов веб-приложений, заключающийся в «фоновом» обмене данными браузера с веб-сервером. В результате, при обновлении данных, веб-страница не перезагружается полностью, и веб-приложения становятся быстрее и удобнее. По-русски иногда произносится транслитом как «аякс». У аббревиатуры AJAX нет устоявшегося аналога на кириллице.;text;;;text;;500;;Junior+;https://www.youtube.com/watch?v=lEfp6_ByY-Q;"Тимур Шемсединов - ""HTTP запросы в браузере и Node.js: XMLHttpRequest, fetch""";;;
111;Ajax;111;Y;;;;AJAX - (ˈeɪdʒæks, от англ. Asynchronous JavaScript and XML — «асинхронный JavaScript и XML») — подход к построению интерактивных пользовательских интерфейсов веб-приложений, заключающийся в «фоновом» обмене данными браузера с веб-сервером. В результате, при обновлении данных, веб-страница не перезагружается полностью, и веб-приложения становятся быстрее и удобнее. По-русски иногда произносится транслитом как «аякс». У аббревиатуры AJAX нет устоявшегося аналога на кириллице.;text;;;text;;500;;Junior+;https://www.youtube.com/watch?v=wMMki2FEYGY&list=PLHhi8ymDMrQZad6JDh6HRzY1Wz5WB34w0&index=53;Документация MDN;;;
